Frankie Starlight (1995),Drama|Romance,unassigned,00:00:00
Jade (1995),Thriller,unassigned,00:00:00
Down Periscope (1996),Comedy,unassigned,00:00:00
Man of the Year (1995),Documentary,unassigned,00:00:00
Up Close and Personal (1996),Drama|Romance,unassigned,00:00:00
"Birdcage, The (1996)",Comedy,unassigned,00:00:00
"Brothers McMullen, The (1995)",Comedy,unassigned,00:00:00
Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,unassigned,00:00:00
"Amazing Panda Adventure, The (1995)",Adventure|Children,unassigned,00:00:00
"Basketball Diaries, The (1995)",Drama,unassigned,00:00:00
"Awfully Big Adventure, An (1995)",Drama,unassigned,00:00:00
Amateur (1994),Crime|Drama|Thriller,unassigned,00:00:00
Apollo 13 (1995),Adventure|Drama|IMAX,unassigned,00:00:00
Rob Roy (1995),Action|Drama|Romance|War,unassigned,00:00:00
"Addiction, The (1995)",Drama|Horror,unassigned,00:00:00
Batman Forever (1995),Action|Adventure|Comedy|Crime,unassigned,00:00:00
Beauty of the Day (Belle de jour) (1967),Drama,unassigned,00:00:00
Beyond Rangoon (1995),Adventure|Drama|War,unassigned,00:00:00
Blue in the Face (1995),Comedy|Drama,unassigned,00:00:00
Canadian Bacon (1995),Comedy|War,unassigned,00:00:00
Casper (1995),Adventure|Children,unassigned,00:00:00
Clockers (1995),Crime|Drama|Mystery,unassigned,00:00:00
Congo (1995),Action|Adventure|Mystery|Sci-Fi,unassigned,00:00:00
Crimson Tide (1995),Drama|Thriller|War,unassigned,00:00:00
Crumb (1994),Documentary,unassigned,00:00:00
Desperado (1995),Action|Romance|Western,unassigned,00:00:00
Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,unassigned,00:00:00
Die Hard: With a Vengeance (1995),Action|Crime|Thriller,unassigned,00:00:00
"Doom Generation, The (1995)",Comedy|Crime|Drama,unassigned,00:00:00
Feast of July (1995),Drama,unassigned,00:00:00
First Knight (1995),Action|Drama|Romance,unassigned,00:00:00
Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,unassigned,00:00:00
Hackers (1995),Action|Adventure|Crime|Thriller,unassigned,00:00:00
Jeffrey (1995),Comedy|Drama,unassigned,00:00:00
Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,unassigned,00:00:00
Judge Dredd (1995),Action|Crime|Sci-Fi,unassigned,00:00:00
Jury Duty (1995),Comedy,unassigned,00:00:00
Kids (1995),Drama,unassigned,00:00:00
Living in Oblivion (1995),Comedy,unassigned,00:00:00
Lord of Illusions (1995),Horror,unassigned,00:00:00
Love & Human Remains (1993),Comedy|Drama,unassigned,00:00:00
Mad Love (1995),Drama|Romance,unassigned,00:00:00
Mallrats (1995),Comedy|Romance,unassigned,00:00:00
Mighty Morphin Power Rangers: The Movie (1995),Action|Children,unassigned,00:00:00
Mute Witness (1994),Comedy|Horror|Thriller,unassigned,00:00:00
Nadja (1994),Drama,unassigned,00:00:00
"Net, The (1995)",Action|Crime|Thriller,unassigned,00:00:00
Nine Months (1995),Comedy|Romance,unassigned,00:00:00
Party Girl (1995),Comedy,unassigned,00:00:00
"Prophecy, The (1995)",Fantasy|Horror|Mystery,unassigned,00:00:00
Reckless (1995),Comedy|Fantasy,unassigned,00:00:00
Safe (1995),Thriller,unassigned,00:00:00
"Scarlet Letter, The (1995)",Drama|Romance,unassigned,00:00:00
Showgirls (1995),Drama,unassigned,00:00:00
Smoke (1995),Comedy|Drama,unassigned,00:00:00
Something to Talk About (1995),Comedy|Drama|Romance,unassigned,00:00:00
Species (1995),Horror|Sci-Fi,unassigned,00:00:00
Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,unassigned,00:00:00
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,unassigned,00:00:00
"Tie That Binds, The (1995)",Thriller,unassigned,00:00:00
Three Wishes (1995),Drama|Fantasy,unassigned,00:00:00
Total Eclipse (1995),Drama|Romance,unassigned,00:00:00
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,unassigned,00:00:00
Under Siege 2: Dark Territory (1995),Action,unassigned,00:00:00
Unstrung Heroes (1995),Comedy|Drama,unassigned,00:00:00
Unzipped (1995),Documentary,unassigned,00:00:00
"Walk in the Clouds, A (1995)",Drama|Romance,unassigned,00:00:00
Waterworld (1995),Action|Adventure|Sci-Fi,unassigned,00:00:00
White Man's Burden (1995),Drama,unassigned,00:00:00
"Browning Version, The (1994)",Drama,unassigned,00:00:00
Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,unassigned,00:00:00
Before the Rain (Pred dozhdot) (1994),Drama|War,unassigned,00:00:00
Before Sunrise (1995),Drama|Romance,unassigned,00:00:00
Billy Madison (1995),Comedy,unassigned,00:00:00
"Babysitter, The (1995)",Drama|Thriller,unassigned,00:00:00
Boys on the Side (1995),Comedy|Drama,unassigned,00:00:00
"Cure, The (1995)",Drama,unassigned,00:00:00
Castle Freak (1995),Horror,unassigned,00:00:00
Circle of Friends (1995),Drama|Romance,unassigned,00:00:00
Clerks (1994),Comedy,unassigned,00:00:00
Don Juan DeMarco (1995),Comedy|Drama|Romance,unassigned,00:00:00
Disclosure (1994),Drama|Thriller,unassigned,00:00:00
Drop Zone (1994),Action|Thriller,unassigned,00:00:00
Destiny Turns on the Radio (1995),Comedy,unassigned,00:00:00
Death and the Maiden (1994),Drama|Thriller,unassigned,00:00:00
Dolores Claiborne (1995),Drama|Thriller,unassigned,00:00:00
Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,unassigned,00:00:00
Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,unassigned,00:00:00
Exotica (1994),Drama,unassigned,00:00:00
Exit to Eden (1994),Comedy,unassigned,00:00:00
Ed Wood (1994),Comedy|Drama,unassigned,00:00:00
French Kiss (1995),Action|Comedy|Romance,unassigned,00:00:00
Forget Paris (1995),Comedy|Romance,unassigned,00:00:00
Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,unassigned,00:00:00
"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,unassigned,00:00:00
Hideaway (1995),Thriller,unassigned,00:00:00
Fluke (1995),Children|Drama,unassigned,00:00:00
Farinelli: il castrato (1994),Drama|Musical,unassigned,00:00:00
Gordy (1995),Children|Comedy|Fantasy,unassigned,00:00:00
Gumby: The Movie (1995),Animation|Children,unassigned,00:00:00
The Glass Shield (1994),Crime|Drama,unassigned,00:00:00
Hoop Dreams (1994),Documentary,unassigned,00:00:00
Heavenly Creatures (1994),Crime|Drama,unassigned,00:00:00
Houseguest (1994),Comedy,unassigned,00:00:00
Immortal Beloved (1994),Drama|Romance,unassigned,00:00:00
Heavyweights (Heavy Weights) (1995),Children|Comedy,unassigned,00:00:00
"Hunted, The (1995)",Action,unassigned,00:00:00
I.Q. (1994),Comedy|Romance,unassigned,00:00:00
Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,unassigned,00:00:00
Jefferson in Paris (1995),Drama,unassigned,00:00:00
"Jerky Boys, The (1995)",Comedy,unassigned,00:00:00
Junior (1994),Comedy|Sci-Fi,unassigned,00:00:00
Just Cause (1995),Mystery|Thriller,unassigned,00:00:00
"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,unassigned,00:00:00
Kiss of Death (1995),Crime|Drama|Thriller,unassigned,00:00:00
Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,unassigned,00:00:00
Little Women (1994),Drama,unassigned,00:00:00
"Little Princess, A (1995)",Children|Drama,unassigned,00:00:00
Ladybird Ladybird (1994),Drama,unassigned,00:00:00
"Enfer, L' (1994)",Drama,unassigned,00:00:00
Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,unassigned,00:00:00
Legends of the Fall (1994),Drama|Romance|War|Western,unassigned,00:00:00
Major Payne (1995),Comedy,unassigned,00:00:00
Little Odessa (1994),Crime|Drama,unassigned,00:00:00
My Crazy Life (Mi vida loca) (1993),Drama,unassigned,00:00:00
Love Affair (1994),Drama|Romance,unassigned,00:00:00
Losing Isaiah (1995),Drama,unassigned,00:00:00
"Madness of King George, The (1994)",Comedy|Drama,unassigned,00:00:00
Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,unassigned,00:00:00
Man of the House (1995),Comedy,unassigned,00:00:00
Mixed Nuts (1994),Comedy,unassigned,00:00:00
Milk Money (1994),Comedy|Romance,unassigned,00:00:00
Miracle on 34th Street (1994),Drama,unassigned,00:00:00
Miami Rhapsody (1995),Comedy,unassigned,00:00:00
My Family (1995),Drama,unassigned,00:00:00
Murder in the First (1995),Drama|Thriller,unassigned,00:00:00
Nobody's Fool (1994),Comedy|Drama|Romance,unassigned,00:00:00
Nell (1994),Drama,unassigned,00:00:00
New Jersey Drive (1995),Crime|Drama,unassigned,00:00:00
Beyond Bedlam (1993),Drama|Horror,unassigned,00:00:00
Nina Takes a Lover (1994),Comedy|Romance,unassigned,00:00:00
Natural Born Killers (1994),Action|Crime|Thriller,unassigned,00:00:00
Only You (1994),Comedy|Romance,unassigned,00:00:00
Once Were Warriors (1994),Crime|Drama,unassigned,00:00:00
Poison Ivy II (1996),Drama|Thriller,unassigned,00:00:00
Outbreak (1995),Action|Drama|Sci-Fi|Thriller,unassigned,00:00:00
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,unassigned,00:00:00
"Perez Family, The (1995)",Comedy|Romance,unassigned,00:00:00
"Pyromaniac's Love Story, A (1995)",Comedy|Romance,unassigned,00:00:00
Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,unassigned,00:00:00
Priest (1994),Drama,unassigned,00:00:00
Quiz Show (1994),Drama,unassigned,00:00:00
Picture Bride (Bijo photo) (1994),Drama|Romance,unassigned,00:00:00
"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,unassigned,00:00:00
"Quick and the Dead, The (1995)",Action|Thriller|Western,unassigned,00:00:00
Roommates (1995),Comedy|Drama,unassigned,00:00:00
Ready to Wear (Pret-A-Porter) (1994),Comedy,unassigned,00:00:00
Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,unassigned,00:00:00
Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,unassigned,00:00:00
Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,unassigned,00:00:00
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,unassigned,00:00:00
Stuart Saves His Family (1995),Comedy,unassigned,00:00:00
"Swan Princess, The (1994)",Animation|Children,unassigned,00:00:00
"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,unassigned,00:00:00
"Specialist, The (1994)",Action|Drama|Thriller,unassigned,00:00:00
Stargate (1994),Action|Adventure|Sci-Fi,unassigned,00:00:00
"Santa Clause, The (1994)",Comedy|Drama|Fantasy,unassigned,00:00:00
"Shawshank Redemption, The (1994)",Crime|Drama,unassigned,00:00:00
Shallow Grave (1994),Comedy|Drama|Thriller,unassigned,00:00:00
Suture (1993),Film-Noir|Thriller,unassigned,00:00:00
Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,unassigned,00:00:00
Swimming with Sharks (1995),Comedy|Drama,unassigned,00:00:00
"Sum of Us, The (1994)",Comedy|Drama,unassigned,00:00:00
National Lampoon's Senior Trip (1995),Comedy,unassigned,00:00:00
To Live (Huozhe) (1994),Drama,unassigned,00:00:00
Tank Girl (1995),Action|Comedy|Sci-Fi,unassigned,00:00:00
Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,unassigned,00:00:00
Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,unassigned,00:00:00
Tales from the Hood (1995),Action|Crime|Horror,unassigned,00:00:00
Tom & Viv (1994),Drama,unassigned,00:00:00
Village of the Damned (1995),Horror|Sci-Fi,unassigned,00:00:00
Tommy Boy (1995),Comedy,unassigned,00:00:00
Vanya on 42nd Street (1994),Drama,unassigned,00:00:00
Underneath (1995),Mystery|Thriller,unassigned,00:00:00
"Walking Dead, The (1995)",Drama|War,unassigned,00:00:00
What's Eating Gilbert Grape (1993),Drama,unassigned,00:00:00
Virtuosity (1995),Action|Sci-Fi|Thriller,unassigned,00:00:00
While You Were Sleeping (1995),Comedy|Romance,unassigned,00:00:00
"War, The (1994)",Adventure|Drama|War,unassigned,00:00:00
Double Happiness (1994),Drama,unassigned,00:00:00
Muriel's Wedding (1994),Comedy,unassigned,00:00:00
"Baby-Sitters Club, The (1995)",Children,unassigned,00:00:00
Ace Ventura: Pet Detective (1994),Comedy,unassigned,00:00:00
"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,unassigned,00:00:00
Backbeat (1993),Drama|Musical,unassigned,00:00:00
Bitter Moon (1992),Drama|Film-Noir|Romance,unassigned,00:00:00
Bullets Over Broadway (1994),Comedy,unassigned,00:00:00
Clear and Present Danger (1994),Action|Crime|Drama|Thriller,unassigned,00:00:00
"Client, The (1994)",Drama|Mystery|Thriller,unassigned,00:00:00
"Corrina, Corrina (1994)",Comedy|Drama|Romance,unassigned,00:00:00
Crooklyn (1994),Comedy|Drama,unassigned,00:00:00
"Crow, The (1994)",Action|Crime|Fantasy|Thriller,unassigned,00:00:00
Cobb (1994),Drama,unassigned,00:00:00
"Flintstones, The (1994)",Children|Comedy|Fantasy,unassigned,00:00:00
Forrest Gump (1994),Comedy|Drama|Romance|War,unassigned,00:00:00
Four Weddings and a Funeral (1994),Comedy|Romance,unassigned,00:00:00
Higher Learning (1995),Drama,unassigned,00:00:00
I Love Trouble (1994),Action|Comedy,unassigned,00:00:00
It Could Happen to You (1994),Comedy|Drama|Romance,unassigned,00:00:00
"Jungle Book, The (1994)",Adventure|Children|Romance,unassigned,00:00:00
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,unassigned,00:00:00
"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,unassigned,00:00:00
Little Buddha (1993),Drama,unassigned,00:00:00
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,unassigned,00:00:00
"Mask, The (1994)",Action|Comedy|Crime|Fantasy,unassigned,00:00:00
Maverick (1994),Adventure|Comedy|Western,unassigned,00:00:00
Mrs. Parker and the Vicious Circle (1994),Drama,unassigned,00:00:00
Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,unassigned,00:00:00
"Paper, The (1994)",Comedy|Drama,unassigned,00:00:00
Reality Bites (1994),Comedy|Drama|Romance,unassigned,00:00:00
Red Rock West (1992),Thriller,unassigned,00:00:00
Richie Rich (1994),Children|Comedy,unassigned,00:00:00
Safe Passage (1994),Drama,unassigned,00:00:00
"River Wild, The (1994)",Action|Thriller,unassigned,00:00:00
Speed (1994),Action|Romance|Thriller,unassigned,00:00:00
Speechless (1994),Comedy|Romance,unassigned,00:00:00
Timecop (1994),Action|Sci-Fi|Thriller,unassigned,00:00:00
True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,unassigned,00:00:00
When a Man Loves a Woman (1994),Drama|Romance,unassigned,00:00:00
Wolf (1994),Drama|Horror|Romance|Thriller,unassigned,00:00:00
Wyatt Earp (1994),Western,unassigned,00:00:00
Bad Company (1995),Action|Crime|Drama,unassigned,00:00:00
"Low Down Dirty Shame, A (1994)",Action|Comedy,unassigned,00:00:00
Boys Life (1995),Drama,unassigned,00:00:00
"Colonel Chabert, Le (1994)",Drama|Romance|War,unassigned,00:00:00
Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,unassigned,00:00:00
Jason's Lyric (1994),Crime|Drama,unassigned,00:00:00
"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,unassigned,00:00:00
Street Fighter (1994),Action|Adventure|Fantasy,unassigned,00:00:00
Mirage (1995),Action|Thriller,unassigned,00:00:00
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,unassigned,00:00:00
In the Mouth of Madness (1995),Horror|Thriller,unassigned,00:00:00
8 Seconds (1994),Drama,unassigned,00:00:00
Above the Rim (1994),Crime|Drama,unassigned,00:00:00
Addams Family Values (1993),Children|Comedy|Fantasy,unassigned,00:00:00
"Age of Innocence, The (1993)",Drama,unassigned,00:00:00
Airheads (1994),Comedy,unassigned,00:00:00
"Air Up There, The (1994)",Comedy,unassigned,00:00:00
Another Stakeout (1993),Comedy|Thriller,unassigned,00:00:00
Bad Girls (1994),Western,unassigned,00:00:00
Barcelona (1994),Comedy|Romance,unassigned,00:00:00
Being Human (1993),Drama,unassigned,00:00:00
"Beverly Hillbillies, The (1993)",Comedy,unassigned,00:00:00
Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,unassigned,00:00:00
Black Beauty (1994),Adventure|Children|Drama,unassigned,00:00:00
Blink (1994),Thriller,unassigned,00:00:00
Blown Away (1994),Action|Thriller,unassigned,00:00:00
Blue Chips (1994),Drama,unassigned,00:00:00
Blue Sky (1994),Drama|Romance,unassigned,00:00:00
Body Snatchers (1993),Horror|Sci-Fi|Thriller,unassigned,00:00:00
Boxing Helena (1993),Drama|Mystery|Romance|Thriller,unassigned,00:00:00
"Bronx Tale, A (1993)",Drama,unassigned,00:00:00
Cabin Boy (1994),Comedy,unassigned,00:00:00
Carlito's Way (1993),Crime|Drama,unassigned,00:00:00
City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,unassigned,00:00:00
Clean Slate (1994),Comedy,unassigned,00:00:00
Cliffhanger (1993),Action|Adventure|Thriller,unassigned,00:00:00
Coneheads (1993),Comedy|Sci-Fi,unassigned,00:00:00
Color of Night (1994),Drama|Thriller,unassigned,00:00:00
Cops and Robbersons (1994),Comedy,unassigned,00:00:00
"Cowboy Way, The (1994)",Action|Comedy|Drama,unassigned,00:00:00
Dangerous Game (1993),Drama,unassigned,00:00:00
Dave (1993),Comedy|Romance,unassigned,00:00:00
Dazed and Confused (1993),Comedy,unassigned,00:00:00
Demolition Man (1993),Action|Adventure|Sci-Fi,unassigned,00:00:00
"Endless Summer 2, The (1994)",Adventure|Documentary,unassigned,00:00:00
Even Cowgirls Get the Blues (1993),Comedy|Romance,unassigned,00:00:00
Fatal Instinct (1993),Comedy,unassigned,00:00:00
Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,unassigned,00:00:00
"Favor, The (1994)",Comedy|Romance,unassigned,00:00:00
Fearless (1993),Drama,unassigned,00:00:00
Fear of a Black Hat (1994),Comedy,unassigned,00:00:00
With Honors (1994),Comedy|Drama,unassigned,00:00:00
Flesh and Bone (1993),Drama|Mystery|Romance,unassigned,00:00:00
Widows' Peak (1994),Drama,unassigned,00:00:00
For Love or Money (1993),Comedy|Romance,unassigned,00:00:00
"Firm, The (1993)",Drama|Thriller,unassigned,00:00:00
Free Willy (1993),Adventure|Children|Drama,unassigned,00:00:00
Fresh (1994),Crime|Drama|Thriller,unassigned,00:00:00
"Fugitive, The (1993)",Thriller,unassigned,00:00:00
Geronimo: An American Legend (1993),Drama|Western,unassigned,00:00:00
"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,unassigned,00:00:00
Getting Even with Dad (1994),Comedy,unassigned,00:00:00
Go Fish (1994),Drama|Romance,unassigned,00:00:00
Guilty as Sin (1993),Crime|Drama|Thriller,unassigned,00:00:00
Hard Target (1993),Action|Adventure|Crime|Thriller,unassigned,00:00:00
Heaven & Earth (1993),Action|Drama|War,unassigned,00:00:00
Hot Shots! Part Deux (1993),Action|Comedy|War,unassigned,00:00:00
Live Nude Girls (1995),Comedy,unassigned,00:00:00
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,unassigned,00:00:00
"House of the Spirits, The (1993)",Drama|Romance,unassigned,00:00:00
